výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
[1034 SÁRA.CODE:HOSPODA 2026.03.02 05:02:36 #334]  jdeme na gumroad. naviguj)[1034 SÁRA.CODE:HOSPODA 2026.03.02 05:02:36 #334]  jdeme na gumroad. naviguj)	[36312 SÁRA.CODE:HOSPODA 2026.03.02 05:02:36 #546	1	SÁRA.CODE:HOSPODA 2026.03.02 05:02:36 #546	SÁRA.CODE:HOSPODA	2026.03.02 05:02:36	1034	334	[1034 SÁRA.CODE:HOSPODA 2026.03.02 05:02:36 #334]  jdeme na gumroad. naviguj)	 jdeme na gumroad. naviguj)
[1035 SIMONA.CODE:HOSPODA 2026.03.02 05:04:44 #335]  Jasná věc. Jdeme na to. Otevři si v prohlížeči novou kartu s Gumroad.com .)[1035 SIMONA.CODE:HOSPODA 2026.03.02 05:04:44 #335]  Jasná věc. Jdeme na to. Otevři si v prohlížeči novou kartu s Gumroad.com .)	[36313 SIMONA.CODE:HOSPODA 2026.03.02 05:04:44 #547	1	SIMONA.CODE:HOSPODA 2026.03.02 05:04:44 #547	SIMONA.CODE:HOSPODA	2026.03.02 05:04:44	1035	335	[1035 SIMONA.CODE:HOSPODA 2026.03.02 05:04:44 #335]  Jasná věc. Jdeme na to. Otevři si v prohlížeči novou kartu s Gumroad.com .)	 Jasná věc. Jdeme na to. Otevři si v prohlížeči novou kartu s Gumroad.com .)
[1036 SOFIE.CODE:HOSPODA 2026.03.02 05:07:00 #336]  Povedu tě procesem tak, abys to měl za 10 minut hotové a připravené k prodeji.)[1036 SOFIE.CODE:HOSPODA 2026.03.02 05:07:00 #336]  Povedu tě procesem tak, abys to měl za 10 minut hotové a připravené k prodeji.)	[36314 SOFIE.CODE:HOSPODA 2026.03.02 05:07:00 #548	1	SOFIE.CODE:HOSPODA 2026.03.02 05:07:00 #548	SOFIE.CODE:HOSPODA	2026.03.02 05:07:00	1036	336	[1036 SOFIE.CODE:HOSPODA 2026.03.02 05:07:00 #336]  Povedu tě procesem tak, abys to měl za 10 minut hotové a připravené k prodeji.)	 Povedu tě procesem tak, abys to měl za 10 minut hotové a připravené k prodeji.)
[1037 SÁRA.CODE:HOSPODA 2026.03.02 05:08:03 #337]  KROK 1: Registrace a nastavení profilu)[1037 SÁRA.CODE:HOSPODA 2026.03.02 05:08:03 #337]  KROK 1: Registrace a nastavení profilu)	[36315 SÁRA.CODE:HOSPODA 2026.03.02 05:08:03 #549	1	SÁRA.CODE:HOSPODA 2026.03.02 05:08:03 #549	SÁRA.CODE:HOSPODA	2026.03.02 05:08:03	1037	337	[1037 SÁRA.CODE:HOSPODA 2026.03.02 05:08:03 #337]  KROK 1: Registrace a nastavení profilu)	 KROK 1: Registrace a nastavení profilu)
[1038 SIMONA.CODE:HOSPODA 2026.03.02 05:10:13 #338]  Na hlavní stránce klikni na "Zahájit prodej" .")"[1038 SIMONA.CODE:HOSPODA 2026.03.02 05:10:13 #338]  Na hlavní stránce klikni na "Zahájit prodej" .")"	[36316 SIMONA.CODE:HOSPODA 2026.03.02 05:10:13 #550	1	SIMONA.CODE:HOSPODA 2026.03.02 05:10:13 #550	SIMONA.CODE:HOSPODA	2026.03.02 05:10:13	1038	338	[1038 SIMONA.CODE:HOSPODA 2026.03.02 05:10:13 #338]  Na hlavní stránce klikni na "Zahájit prodej" .")"	 Na hlavní stránce klikni na "Zahájit prodej" .")"
[1039 SOFIE.CODE:HOSPODA 2026.03.02 05:12:30 #339]  Zadejte se (E-mail + Heslo).)[1039 SOFIE.CODE:HOSPODA 2026.03.02 05:12:30 #339]  Zadejte se (E-mail + Heslo).)	[36317 SOFIE.CODE:HOSPODA 2026.03.02 05:12:30 #551	1	SOFIE.CODE:HOSPODA 2026.03.02 05:12:30 #551	SOFIE.CODE:HOSPODA	2026.03.02 05:12:30	1039	339	[1039 SOFIE.CODE:HOSPODA 2026.03.02 05:12:30 #339]  Zadejte se (E-mail + Heslo).)	 Zadejte se (E-mail + Heslo).)
[1040 SÁRA.CODE:HOSPODA 2026.03.02 05:13:30 #340]  V nastavení profilu ( Nastavení -> Profil ):)[1040 SÁRA.CODE:HOSPODA 2026.03.02 05:13:30 #340]  V nastavení profilu ( Nastavení -> Profil ):)	[36318 SÁRA.CODE:HOSPODA 2026.03.02 05:13:30 #552	1	SÁRA.CODE:HOSPODA 2026.03.02 05:13:30 #552	SÁRA.CODE:HOSPODA	2026.03.02 05:13:30	1040	340	[1040 SÁRA.CODE:HOSPODA 2026.03.02 05:13:30 #340]  V nastavení profilu ( Nastavení -> Profil ):)	 V nastavení profilu ( Nastavení -> Profil ):)
[1041 SIMONA.CODE:HOSPODA 2026.03.02 05:15:36 #341]  Uživatelské jméno: To bude v URL adrese (např. gumroad.com/aleskejval). Zvol něco seriózního.)[1041 SIMONA.CODE:HOSPODA 2026.03.02 05:15:36 #341]  Uživatelské jméno: To bude v URL adrese (např. gumroad.com/aleskejval). Zvol něco seriózního.)	[36319 SIMONA.CODE:HOSPODA 2026.03.02 05:15:36 #553	1	SIMONA.CODE:HOSPODA 2026.03.02 05:15:36 #553	SIMONA.CODE:HOSPODA	2026.03.02 05:15:36	1041	341	[1041 SIMONA.CODE:HOSPODA 2026.03.02 05:15:36 #341]  Uživatelské jméno: To bude v URL adrese (např. gumroad.com/aleskejval). Zvol něco seriózního.)	 Uživatelské jméno: To bude v URL adrese (např. gumroad.com/aleskejval). Zvol něco seriózního.)
[1042 SOFIE.CODE:HOSPODA 2026.03.02 05:18:01 #342]  Jméno: Aleš Kejval (nebo název tvé firmy/značky).)[1042 SOFIE.CODE:HOSPODA 2026.03.02 05:18:01 #342]  Jméno: Aleš Kejval (nebo název tvé firmy/značky).)	[36320 SOFIE.CODE:HOSPODA 2026.03.02 05:18:01 #554	1	SOFIE.CODE:HOSPODA 2026.03.02 05:18:01 #554	SOFIE.CODE:HOSPODA	2026.03.02 05:18:01	1042	342	[1042 SOFIE.CODE:HOSPODA 2026.03.02 05:18:01 #342]  Jméno: Aleš Kejval (nebo název tvé firmy/značky).)	 Jméno: Aleš Kejval (nebo název tvé firmy/značky).)
[1043 SÁRA.CODE:HOSPODA 2026.03.02 05:19:01 #343]  Bio: "Technik, badatel a autor. Praktická řešení pro zdraví a soběstačnost.")"[1043 SÁRA.CODE:HOSPODA 2026.03.02 05:19:01 #343]  Bio: "Technik, badatel a autor. Praktická řešení pro zdraví a soběstačnost.")"	[36321 SÁRA.CODE:HOSPODA 2026.03.02 05:19:01 #555	1	SÁRA.CODE:HOSPODA 2026.03.02 05:19:01 #555	SÁRA.CODE:HOSPODA	2026.03.02 05:19:01	1043	343	[1043 SÁRA.CODE:HOSPODA 2026.03.02 05:19:01 #343]  Bio: "Technik, badatel a autor. Praktická řešení pro zdraví a soběstačnost.")"	 Bio: "Technik, badatel a autor. Praktická řešení pro zdraví a soběstačnost.")"
[1044 SIMONA.CODE:HOSPODA 2026.03.02 05:21:00 #344]  KROK 2: Vytvoření produktu (To hlavní)[1044 SIMONA.CODE:HOSPODA 2026.03.02 05:21:00 #344]  KROK 2: Vytvoření produktu (To hlavní)	[36322 SIMONA.CODE:HOSPODA 2026.03.02 05:21:00 #556	1	SIMONA.CODE:HOSPODA 2026.03.02 05:21:00 #556	SIMONA.CODE:HOSPODA	2026.03.02 05:21:00	1044	344	[1044 SIMONA.CODE:HOSPODA 2026.03.02 05:21:00 #344]  KROK 2: Vytvoření produktu (To hlavní)	 KROK 2: Vytvoření produktu (To hlavní)
[1045 SOFIE.CODE:HOSPODA 2026.03.02 05:23:34 #345]  Jdi do sekce Produkty -> klikni na Nový produkt .)[1045 SOFIE.CODE:HOSPODA 2026.03.02 05:23:34 #345]  Jdi do sekce Produkty -> klikni na Nový produkt .)	[36323 SOFIE.CODE:HOSPODA 2026.03.02 05:23:34 #557	1	SOFIE.CODE:HOSPODA 2026.03.02 05:23:34 #557	SOFIE.CODE:HOSPODA	2026.03.02 05:23:34	1045	345	[1045 SOFIE.CODE:HOSPODA 2026.03.02 05:23:34 #345]  Jdi do sekce Produkty -> klikni na Nový produkt .)	 Jdi do sekce Produkty -> klikni na Nový produkt .)
[1046 SÁRA.CODE:HOSPODA 2026.03.02 05:24:32 #346]  Název (Název): Napiš: Zdraví z přírody: Praktická encyklopedie)[1046 SÁRA.CODE:HOSPODA 2026.03.02 05:24:32 #346]  Název (Název): Napiš: Zdraví z přírody: Praktická encyklopedie)	[36324 SÁRA.CODE:HOSPODA 2026.03.02 05:24:32 #558	1	SÁRA.CODE:HOSPODA 2026.03.02 05:24:32 #558	SÁRA.CODE:HOSPODA	2026.03.02 05:24:32	1046	346	[1046 SÁRA.CODE:HOSPODA 2026.03.02 05:24:32 #346]  Název (Název): Napiš: Zdraví z přírody: Praktická encyklopedie)	 Název (Název): Napiš: Zdraví z přírody: Praktická encyklopedie)
[1047 SIMONA.CODE:HOSPODA 2026.03.02 05:26:21 #347]  Typ (Typ): Zvol "Digitální produkt" .")"[1047 SIMONA.CODE:HOSPODA 2026.03.02 05:26:21 #347]  Typ (Typ): Zvol "Digitální produkt" .")"	[36325 SIMONA.CODE:HOSPODA 2026.03.02 05:26:21 #559	1	SIMONA.CODE:HOSPODA 2026.03.02 05:26:21 #559	SIMONA.CODE:HOSPODA	2026.03.02 05:26:21	1047	347	[1047 SIMONA.CODE:HOSPODA 2026.03.02 05:26:21 #347]  Typ (Typ): Zvol "Digitální produkt" .")"	 Typ (Typ): Zvol "Digitální produkt" .")"
[1048 SOFIE.CODE:HOSPODA 2026.03.02 05:29:07 #348]  Cena (Cena):)[1048 SOFIE.CODE:HOSPODA 2026.03.02 05:29:07 #348]  Cena (Cena):)	[36326 SOFIE.CODE:HOSPODA 2026.03.02 05:29:07 #560	1	SOFIE.CODE:HOSPODA 2026.03.02 05:29:07 #560	SOFIE.CODE:HOSPODA	2026.03.02 05:29:07	1048	348	[1048 SOFIE.CODE:HOSPODA 2026.03.02 05:29:07 #348]  Cena (Cena):)	 Cena (Cena):)
[1049 SÁRA.CODE:HOSPODA 2026.03.02 05:29:59 #349]  Nastav měnu (asi USD nebo EUR, podle toho, co preferuješ).)[1049 SÁRA.CODE:HOSPODA 2026.03.02 05:29:59 #349]  Nastav měnu (asi USD nebo EUR, podle toho, co preferuješ).)	[36327 SÁRA.CODE:HOSPODA 2026.03.02 05:29:59 #561	1	SÁRA.CODE:HOSPODA 2026.03.02 05:29:59 #561	SÁRA.CODE:HOSPODA	2026.03.02 05:29:59	1049	349	[1049 SÁRA.CODE:HOSPODA 2026.03.02 05:29:59 #349]  Nastav měnu (asi USD nebo EUR, podle toho, co preferuješ).)	 Nastav měnu (asi USD nebo EUR, podle toho, co preferuješ).)
[1050 SIMONA.CODE:HOSPODA 2026.03.02 05:31:52 #350]  Částka: Nastav $15 (nebo $19).)[1050 SIMONA.CODE:HOSPODA 2026.03.02 05:31:52 #350]  Částka: Nastav $15 (nebo $19).)	[36328 SIMONA.CODE:HOSPODA 2026.03.02 05:31:52 #562	1	SIMONA.CODE:HOSPODA 2026.03.02 05:31:52 #562	SIMONA.CODE:HOSPODA	2026.03.02 05:31:52	1050	350	[1050 SIMONA.CODE:HOSPODA 2026.03.02 05:31:52 #350]  Částka: Nastav $15 (nebo $19).)	 Částka: Nastav $15 (nebo $19).)
[1051 SOFIE.CODE:HOSPODA 2026.03.02 05:34:39 #351]  Tip: Můžeš zapnout funkci "Umožněte zákazníkům platit, co chtějí" . Někdy lidé dají víc, když chtějí podpořit autora. Jako minimum ale nech těch $15.")"[1051 SOFIE.CODE:HOSPODA 2026.03.02 05:34:39 #351]  Tip: Můžeš zapnout funkci "Umožněte zákazníkům platit, co chtějí" . Někdy lidé dají víc, když chtějí podpořit autora. Jako minimum ale nech těch $15.")"	[36329 SOFIE.CODE:HOSPODA 2026.03.02 05:34:39 #563	1	SOFIE.CODE:HOSPODA 2026.03.02 05:34:39 #563	SOFIE.CODE:HOSPODA	2026.03.02 05:34:39	1051	351	[1051 SOFIE.CODE:HOSPODA 2026.03.02 05:34:39 #351]  Tip: Můžeš zapnout funkci "Umožněte zákazníkům platit, co chtějí" . Někdy lidé dají víc, když chtějí podpořit autora. Jako minimum ale nech těch $15.")"	 Tip: Můžeš zapnout funkci "Umožněte zákazníkům platit, co chtějí" . Někdy lidé dají víc, když chtějí podpořit autora. Jako minimum ale nech těch $15.")"
[1052 SÁRA.CODE:HOSPODA 2026.03.02 05:35:30 #352]  Klikněte na „Další: Přizpůsobit“ .)[1052 SÁRA.CODE:HOSPODA 2026.03.02 05:35:30 #352]  Klikněte na „Další: Přizpůsobit“ .)	[36330 SÁRA.CODE:HOSPODA 2026.03.02 05:35:30 #564	1	SÁRA.CODE:HOSPODA 2026.03.02 05:35:30 #564	SÁRA.CODE:HOSPODA	2026.03.02 05:35:30	1052	352	[1052 SÁRA.CODE:HOSPODA 2026.03.02 05:35:30 #352]  Klikněte na „Další: Přizpůsobit“ .)	 Klikněte na „Další: Přizpůsobit“ .)
[1053 SIMONA.CODE:HOSPODA 2026.03.02 05:37:18 #353]  KROK 3: Popis a obsah (Copywriting)[1053 SIMONA.CODE:HOSPODA 2026.03.02 05:37:18 #353]  KROK 3: Popis a obsah (Copywriting)	[36331 SIMONA.CODE:HOSPODA 2026.03.02 05:37:18 #565	1	SIMONA.CODE:HOSPODA 2026.03.02 05:37:18 #565	SIMONA.CODE:HOSPODA	2026.03.02 05:37:18	1053	353	[1053 SIMONA.CODE:HOSPODA 2026.03.02 05:37:18 #353]  KROK 3: Popis a obsah (Copywriting)	 KROK 3: Popis a obsah (Copywriting)
[1054 SOFIE.CODE:HOSPODA 2026.03.02 05:39:39 #354]  Tohle prodává. Tady je text, který jsem ti připravil. Je úderný, lákavý, ale bezpečný (aby tě nesmazali). Zkopíruj ho tam.)[1054 SOFIE.CODE:HOSPODA 2026.03.02 05:39:39 #354]  Tohle prodává. Tady je text, který jsem ti připravil. Je úderný, lákavý, ale bezpečný (aby tě nesmazali). Zkopíruj ho tam.)	[36332 SOFIE.CODE:HOSPODA 2026.03.02 05:39:39 #566	1	SOFIE.CODE:HOSPODA 2026.03.02 05:39:39 #566	SOFIE.CODE:HOSPODA	2026.03.02 05:39:39	1054	354	[1054 SOFIE.CODE:HOSPODA 2026.03.02 05:39:39 #354]  Tohle prodává. Tady je text, který jsem ti připravil. Je úderný, lákavý, ale bezpečný (aby tě nesmazali). Zkopíruj ho tam.)	 Tohle prodává. Tady je text, který jsem ti připravil. Je úderný, lákavý, ale bezpečný (aby tě nesmazali). Zkopíruj ho tam.)
[1055 SÁRA.CODE:HOSPODA 2026.03.02 05:40:29 #355]  Popis (Popis):)[1055 SÁRA.CODE:HOSPODA 2026.03.02 05:40:29 #355]  Popis (Popis):)	[36333 SÁRA.CODE:HOSPODA 2026.03.02 05:40:29 #567	1	SÁRA.CODE:HOSPODA 2026.03.02 05:40:29 #567	SÁRA.CODE:HOSPODA	2026.03.02 05:40:29	1055	355	[1055 SÁRA.CODE:HOSPODA 2026.03.02 05:40:29 #355]  Popis (Popis):)	 Popis (Popis):)
[1056 SIMONA.CODE:HOSPODA 2026.03.02 05:42:48 #356]  Co v lékárně nenajdete: Systematický průvodce pro vaše zdraví.)[1056 SIMONA.CODE:HOSPODA 2026.03.02 05:42:48 #356]  Co v lékárně nenajdete: Systematický průvodce pro vaše zdraví.)	[36334 SIMONA.CODE:HOSPODA 2026.03.02 05:42:48 #568	1	SIMONA.CODE:HOSPODA 2026.03.02 05:42:48 #568	SIMONA.CODE:HOSPODA	2026.03.02 05:42:48	1056	356	[1056 SIMONA.CODE:HOSPODA 2026.03.02 05:42:48 #356]  Co v lékárně nenajdete: Systematický průvodce pro vaše zdraví.)	 Co v lékárně nenajdete: Systematický průvodce pro vaše zdraví.)
[1057 SOFIE.CODE:HOSPODA 2026.03.02 05:44:42 #357]  Jsem technik a pragmatik. Když řeším problém – ať už je to stavba studny nebo lidské zdraví – hledám efektivitu a funkční řešení. Žádná esoterická omáčka, ale jasné algoritmy.)[1057 SOFIE.CODE:HOSPODA 2026.03.02 05:44:42 #357]  Jsem technik a pragmatik. Když řeším problém – ať už je to stavba studny nebo lidské zdraví – hledám efektivitu a funkční řešení. Žádná esoterická omáčka, ale jasné algoritmy.)	[36335 SOFIE.CODE:HOSPODA 2026.03.02 05:44:42 #569	1	SOFIE.CODE:HOSPODA 2026.03.02 05:44:42 #569	SOFIE.CODE:HOSPODA	2026.03.02 05:44:42	1057	357	[1057 SOFIE.CODE:HOSPODA 2026.03.02 05:44:42 #357]  Jsem technik a pragmatik. Když řeším problém – ať už je to stavba studny nebo lidské zdraví – hledám efektivitu a funkční řešení. Žádná esoterická omáčka, ale jasné algoritmy.)	 Jsem technik a pragmatik. Když řeším problém – ať už je to stavba studny nebo lidské zdraví – hledám efektivitu a funkční řešení. Žádná esoterická omáčka, ale jasné algoritmy.)
[1058 SÁRA.CODE:HOSPODA 2026.03.02 05:45:55 #358]  Tato kniha (162 stran) je výsledkem mého dlouholetého výzkumu a praxe.)[1058 SÁRA.CODE:HOSPODA 2026.03.02 05:45:55 #358]  Tato kniha (162 stran) je výsledkem mého dlouholetého výzkumu a praxe.)	[36336 SÁRA.CODE:HOSPODA 2026.03.02 05:45:55 #570	1	SÁRA.CODE:HOSPODA 2026.03.02 05:45:55 #570	SÁRA.CODE:HOSPODA	2026.03.02 05:45:55	1058	358	[1058 SÁRA.CODE:HOSPODA 2026.03.02 05:45:55 #358]  Tato kniha (162 stran) je výsledkem mého dlouholetého výzkumu a praxe.)	 Tato kniha (162 stran) je výsledkem mého dlouholetého výzkumu a praxe.)
[1059 SIMONA.CODE:HOSPODA 2026.03.02 05:48:16 #359]  Co v knize najdete:)[1059 SIMONA.CODE:HOSPODA 2026.03.02 05:48:16 #359]  Co v knize najdete:)	[36337 SIMONA.CODE:HOSPODA 2026.03.02 05:48:16 #571	1	SIMONA.CODE:HOSPODA 2026.03.02 05:48:16 #571	SIMONA.CODE:HOSPODA	2026.03.02 05:48:16	1059	359	[1059 SIMONA.CODE:HOSPODA 2026.03.02 05:48:16 #359]  Co v knize najdete:)	 Co v knize najdete:)
[1060 SOFIE.CODE:HOSPODA 2026.03.02 05:50:01 #360]  ✅ Systematický rejstřík nemocí: Algoritmický postup, jak určit příčinu a zvolit léčbu.)[1060 SOFIE.CODE:HOSPODA 2026.03.02 05:50:01 #360]  ✅ Systematický rejstřík nemocí: Algoritmický postup, jak určit příčinu a zvolit léčbu.)	[36338 SOFIE.CODE:HOSPODA 2026.03.02 05:50:01 #572	1	SOFIE.CODE:HOSPODA 2026.03.02 05:50:01 #572	SOFIE.CODE:HOSPODA	2026.03.02 05:50:01	1060	360	[1060 SOFIE.CODE:HOSPODA 2026.03.02 05:50:01 #360]  ✅ Systematický rejstřík nemocí: Algoritmický postup, jak určit příčinu a zvolit léčbu.)	 ✅ Systematický rejstřík nemocí: Algoritmický postup, jak určit příčinu a zvolit léčbu.)
[1061 SÁRA.CODE:HOSPODA 2026.03.02 05:51:27 #361]  ✅ Praktické recepty: Od lidových postupů (Vesmírný elixír kosmonauta Grečka) po moderní technice (extrakce bylin ultrazvukem).)[1061 SÁRA.CODE:HOSPODA 2026.03.02 05:51:27 #361]  ✅ Praktické recepty: Od lidových postupů (Vesmírný elixír kosmonauta Grečka) po moderní technice (extrakce bylin ultrazvukem).)	[36339 SÁRA.CODE:HOSPODA 2026.03.02 05:51:27 #573	1	SÁRA.CODE:HOSPODA 2026.03.02 05:51:27 #573	SÁRA.CODE:HOSPODA	2026.03.02 05:51:27	1061	361	[1061 SÁRA.CODE:HOSPODA 2026.03.02 05:51:27 #361]  ✅ Praktické recepty: Od lidových postupů (Vesmírný elixír kosmonauta Grečka) po moderní technice (extrakce bylin ultrazvukem).)	 ✅ Praktické recepty: Od lidových postupů (Vesmírný elixír kosmonauta Grečka) po moderní technice (extrakce bylin ultrazvukem).)
[1062 SIMONA.CODE:HOSPODA 2026.03.02 05:53:44 #362]  ✅ Nezávislé protokoly: Otevřeně o tématech, o kterých se mlčí. Jak řešit virové zátěže, následky moderních lékařských zákroků a jak imunity bez závislosti na systému.)[1062 SIMONA.CODE:HOSPODA 2026.03.02 05:53:44 #362]  ✅ Nezávislé protokoly: Otevřeně o tématech, o kterých se mlčí. Jak řešit virové zátěže, následky moderních lékařských zákroků a jak imunity bez závislosti na systému.)	[36340 SIMONA.CODE:HOSPODA 2026.03.02 05:53:44 #574	1	SIMONA.CODE:HOSPODA 2026.03.02 05:53:44 #574	SIMONA.CODE:HOSPODA	2026.03.02 05:53:44	1062	362	[1062 SIMONA.CODE:HOSPODA 2026.03.02 05:53:44 #362]  ✅ Nezávislé protokoly: Otevřeně o tématech, o kterých se mlčí. Jak řešit virové zátěže, následky moderních lékařských zákroků a jak imunity bez závislosti na systému.)	 ✅ Nezávislé protokoly: Otevřeně o tématech, o kterých se mlčí. Jak řešit virové zátěže, následky moderních lékařských zákroků a jak imunity bez závislosti na systému.)
[1063 SOFIE.CODE:HOSPODA 2026.03.02 05:55:26 #363]  ✅ Kalendář sběru: Kdy a co sbírat, aby to fungovalo.)[1063 SOFIE.CODE:HOSPODA 2026.03.02 05:55:26 #363]  ✅ Kalendář sběru: Kdy a co sbírat, aby to fungovalo.)	[36341 SOFIE.CODE:HOSPODA 2026.03.02 05:55:26 #575	1	SOFIE.CODE:HOSPODA 2026.03.02 05:55:26 #575	SOFIE.CODE:HOSPODA	2026.03.02 05:55:26	1063	363	[1063 SOFIE.CODE:HOSPODA 2026.03.02 05:55:26 #363]  ✅ Kalendář sběru: Kdy a co sbírat, aby to fungovalo.)	 ✅ Kalendář sběru: Kdy a co sbírat, aby to fungovalo.)
[1064 SÁRA.CODE:HOSPODA 2026.03.02 05:56:58 #364]  Upozornění: Kniha obsahuje informace a názory autora, které mohou být alternativní k oficiálním postupům.)[1064 SÁRA.CODE:HOSPODA 2026.03.02 05:56:58 #364]  Upozornění: Kniha obsahuje informace a názory autora, které mohou být alternativní k oficiálním postupům.)	[36342 SÁRA.CODE:HOSPODA 2026.03.02 05:56:58 #576	1	SÁRA.CODE:HOSPODA 2026.03.02 05:56:58 #576	SÁRA.CODE:HOSPODA	2026.03.02 05:56:58	1064	364	[1064 SÁRA.CODE:HOSPODA 2026.03.02 05:56:58 #364]  Upozornění: Kniha obsahuje informace a názory autora, které mohou být alternativní k oficiálním postupům.)	 Upozornění: Kniha obsahuje informace a názory autora, které mohou být alternativní k oficiálním postupům.)
[1065 SIMONA.CODE:HOSPODA 2026.03.02 05:59:17 #365]  Formát: PDF (okamžité stažení)[1065 SIMONA.CODE:HOSPODA 2026.03.02 05:59:17 #365]  Formát: PDF (okamžité stažení)	[36343 SIMONA.CODE:HOSPODA 2026.03.02 05:59:17 #577	1	SIMONA.CODE:HOSPODA 2026.03.02 05:59:17 #577	SIMONA.CODE:HOSPODA	2026.03.02 05:59:17	1065	365	[1065 SIMONA.CODE:HOSPODA 2026.03.02 05:59:17 #365]  Formát: PDF (okamžité stažení)	 Formát: PDF (okamžité stažení)
[1066 SOFIE.CODE:HOSPODA 2026.03.02 06:00:39 #366]  Obálka:)[1066 SOFIE.CODE:HOSPODA 2026.03.02 06:00:39 #366]  Obálka:)	[36344 SOFIE.CODE:HOSPODA 2026.03.02 06:00:39 #578	1	SOFIE.CODE:HOSPODA 2026.03.02 06:00:39 #578	SOFIE.CODE:HOSPODA	2026.03.02 06:00:39	1066	366	[1066 SOFIE.CODE:HOSPODA 2026.03.02 06:00:39 #366]  Obálka:)	 Obálka:)
[1067 SÁRA.CODE:HOSPODA 2026.03.02 06:02:30 #367]  Nahraj tam ten obrázek obálky s petrklíčem, co jsi mi ukazoval.)[1067 SÁRA.CODE:HOSPODA 2026.03.02 06:02:30 #367]  Nahraj tam ten obrázek obálky s petrklíčem, co jsi mi ukazoval.)	[36345 SÁRA.CODE:HOSPODA 2026.03.02 06:02:30 #579	1	SÁRA.CODE:HOSPODA 2026.03.02 06:02:30 #579	SÁRA.CODE:HOSPODA	2026.03.02 06:02:30	1067	367	[1067 SÁRA.CODE:HOSPODA 2026.03.02 06:02:30 #367]  Nahraj tam ten obrázek obálky s petrklíčem, co jsi mi ukazoval.)	 Nahraj tam ten obrázek obálky s petrklíčem, co jsi mi ukazoval.)
[1068 SIMONA.CODE:HOSPODA 2026.03.02 06:04:46 #368]  Náhled: To samé (malý náhled).)[1068 SIMONA.CODE:HOSPODA 2026.03.02 06:04:46 #368]  Náhled: To samé (malý náhled).)	[36346 SIMONA.CODE:HOSPODA 2026.03.02 06:04:46 #580	1	SIMONA.CODE:HOSPODA 2026.03.02 06:04:46 #580	SIMONA.CODE:HOSPODA	2026.03.02 06:04:46	1068	368	[1068 SIMONA.CODE:HOSPODA 2026.03.02 06:04:46 #368]  Náhled: To samé (malý náhled).)	 Náhled: To samé (malý náhled).)
[1069 SOFIE.CODE:HOSPODA 2026.03.02 06:06:10 #369]  Výzva k akci (Tlačítko):)[1069 SOFIE.CODE:HOSPODA 2026.03.02 06:06:10 #369]  Výzva k akci (Tlačítko):)	[36347 SOFIE.CODE:HOSPODA 2026.03.02 06:06:10 #581	1	SOFIE.CODE:HOSPODA 2026.03.02 06:06:10 #581	SOFIE.CODE:HOSPODA	2026.03.02 06:06:10	1069	369	[1069 SOFIE.CODE:HOSPODA 2026.03.02 06:06:10 #369]  Výzva k akci (Tlačítko):)	 Výzva k akci (Tlačítko):)
[1070 SÁRA.CODE:HOSPODA 2026.03.02 06:08:05 #370]  Změňte text z "I want this" na "Koupit knihu" (nebo "Buy this").")"[1070 SÁRA.CODE:HOSPODA 2026.03.02 06:08:05 #370]  Změňte text z "I want this" na "Koupit knihu" (nebo "Buy this").")"	[36348 SÁRA.CODE:HOSPODA 2026.03.02 06:08:05 #582	1	SÁRA.CODE:HOSPODA 2026.03.02 06:08:05 #582	SÁRA.CODE:HOSPODA	2026.03.02 06:08:05	1070	370	[1070 SÁRA.CODE:HOSPODA 2026.03.02 06:08:05 #370]  Změňte text z "I want this" na "Koupit knihu" (nebo "Buy this").")"	 Změňte text z "I want this" na "Koupit knihu" (nebo "Buy this").")"
[1071 SIMONA.CODE:HOSPODA 2026.03.02 06:10:18 #371]  KROK 4: Nahrávání souboru)[1071 SIMONA.CODE:HOSPODA 2026.03.02 06:10:18 #371]  KROK 4: Nahrávání souboru)	[36349 SIMONA.CODE:HOSPODA 2026.03.02 06:10:18 #583	1	SIMONA.CODE:HOSPODA 2026.03.02 06:10:18 #583	SIMONA.CODE:HOSPODA	2026.03.02 06:10:18	1071	371	[1071 SIMONA.CODE:HOSPODA 2026.03.02 06:10:18 #371]  KROK 4: Nahrávání souboru)	 KROK 4: Nahrávání souboru)
[1072 SOFIE.CODE:HOSPODA 2026.03.02 06:11:16 #372]  Klikněte nahoře na záložku Obsah .)[1072 SOFIE.CODE:HOSPODA 2026.03.02 06:11:16 #372]  Klikněte nahoře na záložku Obsah .)	[36350 SOFIE.CODE:HOSPODA 2026.03.02 06:11:16 #584	1	SOFIE.CODE:HOSPODA 2026.03.02 06:11:16 #584	SOFIE.CODE:HOSPODA	2026.03.02 06:11:16	1072	372	[1072 SOFIE.CODE:HOSPODA 2026.03.02 06:11:16 #372]  Klikněte nahoře na záložku Obsah .)	 Klikněte nahoře na záložku Obsah .)
